Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US,Booster_Doses_Vax_pct_agegroup,Booster_Doses_Pop_Pct_known,Booster_Doses_Vax_Pct_US,Booster_Doses_Pop_Pct_known_Last14Days,Booster_Doses_Yes,Booster_Doses_Yes_Last14Days
04/16/2021,Ages_40-49_yrs,18921203,13.8,13.8,11214834,46.4,27.5,12.2,12.2,0,0,0,0,0,0
04/15/2021,Race_eth_NHMult_Oth,6189298,6.3,4.6,4169061,84.3,56.8,6.2,4.6,0,0,6.1,0,0,0
04/15/2021,Ages_<12yrs,13947,0,0,3349,0,0,0,0,0,0,0,0,0,0
04/15/2021,Age_unknown,16150,0,0,3041,,,0,0,0,0,0,0,0,0
04/15/2021,Sex_Female,72908330,54.4,53.8,49856929,43.3,29.6,55.8,55.3,0,0,54.7,0,0,0
04/15/2021,Sex_unknown,1435218,1.1,1.1,865530,,,1,1,0,0,0.5,0,0,0
04/15/2021,Ages_25-39_yrs,24793471,18.3,18.3,13915026,36.3,20.3,15.4,15.4,0,0,0,0,0,0
04/15/2021,Ages_18-24_yrs,8584117,6.3,6.3,3920264,28.1,12.8,4.3,4.3,0,0,0,0,0,0
04/15/2021,Ages_16-17_yrs,1272887,0.9,0.9,262657,15.2,3.1,0.3,0.3,0,0,0,0,0,0
04/15/2021,Ages_5-11_yrs,5286,0,0,856,0,0,0,0,0,0,0,0,0,0
04/15/2021,Race_eth_NHAIAN,907742,0.9,0.7,692969,37.3,28.5,1,0.8,0,0,0.6,0,0,0
04/15/2021,Race_eth_NHAsian,6365819,6.5,4.7,3725811,33.5,19.6,5.6,4.1,0,0,3.8,0,0,0
04/15/2021,Ages_12-15_yrs,45973,0,0,7348,0.3,0,0,0,0,0,0,0,0,0
04/15/2021,Race_eth_known,98633113,100,72.8,66780004,,,100,74.1,0,0,100,0,0,0
04/15/2021,Ages_75+_yrs,18490032,13.6,13.6,15827522,80.7,69.1,17.6,17.6,0,0,42,0,0,0
04/15/2021,Ages_12-17_yrs,1318860,1,1,270005,5.2,1.1,0.3,0.3,0,0,0,0,0,0
04/15/2021,Ages_65-74_yrs,26229610,19.4,19.3,21835356,82.3,68.5,24.2,24.2,0,0,58,0,0,0
04/15/2021,Ages_50-64_yrs,37502724,27.7,27.7,23491162,58.9,36.9,26.1,26.1,0,0,0,0,0,0
04/15/2021,Ages_40-49_yrs,18617183,13.7,13.7,10890552,45.6,26.7,12.1,12.1,0,0,0,0,0,0
04/15/2021,Race_eth_NHBlack,8175455,8.3,6,5333156,19.8,12.9,8,5.9,0,0,7.1,0,0,0
04/15/2021,Sex_Male,61222546,45.6,45.2,39433818,37.5,24.1,44.2,43.7,0,0,45.3,0,0,0
04/15/2021,Race_eth_NHWhite,62268277,63.1,45.9,44352465,31.6,22.5,66.4,49.2,0,0,73.6,0,0,0
04/15/2021,Race_eth_NHNHOPI,252073,0.3,0.2,163806,27.1,17.6,0.2,0.2,0,0,0.2,0,0,0
04/15/2021,Sex_known,134130876,100,98.9,89290747,,,100,99,0,0,100,0,0,0
04/15/2021,Race_eth_Hispanic,14474449,14.7,10.7,8342736,22.7,13.1,12.5,9.3,0,0,8.6,0,0,0
04/15/2021,US,135566094,,100,90156277,40.8,27.2,,100,0,,,,0,0
04/15/2021,Race_eth_unknown,36932230,37.4,27.2,23376195,,,35,25.9,0,0,30.9,0,0,0
04/15/2021,Ages_<5yrs,5470,0,0,1746,0,0,0,0,0,0,0,0,0,0
04/15/2021,Age_known,135549944,100,100,90153236,,,100,100,0,0,100,0,0,0
04/14/2021,Ages_65-74_yrs,26136629,19.5,19.5,21603278,82,67.8,24.5,24.5,0,0,57.9,0,0,0
04/14/2021,Ages_16-17_yrs,1193331,0.9,0.9,245158,14.2,2.9,0.3,0.3,0,0,0,0,0,0
04/14/2021,Age_unknown,16022,0,0,3006,,,0,0,0,0,0,0,0,0
04/14/2021,Ages_25-39_yrs,24278787,18.1,18.1,13543295,35.5,19.8,15.4,15.4,0,0,0,0,0,0
04/14/2021,Race_eth_Hispanic,14198837,14.6,10.6,8124576,22.3,12.7,12.4,9.2,0,0,8.6,0,0,0
04/14/2021,Race_eth_unknown,36449467,37.4,27.2,22892325,,,35,26,0,0,30.9,0,0,0
04/14/2021,US,133817594,,100,88212764,40.3,26.6,,100,0,,,,0,0
04/14/2021,Sex_unknown,1419449,1.1,1.1,851604,,,1,1,0,0,0.5,0,0,0
04/14/2021,Age_known,133801572,100,100,88209758,,,100,100,0,0,100,0,0,0
04/14/2021,Race_eth_known,97367426,100,72.8,65320363,,,100,74,0,0,100,0,0,0
04/14/2021,Ages_50-64_yrs,37080597,27.7,27.7,22717056,58.2,35.7,25.8,25.8,0,0,0,0,0,0
04/14/2021,Ages_40-49_yrs,18292411,13.7,13.7,10582472,44.8,25.9,12,12,0,0,0,0,0,0
04/14/2021,Ages_5-11_yrs,5238,0,0,842,0,0,0,0,0,0,0,0,0,0
04/14/2021,Ages_75+_yrs,18443285,13.8,13.8,15721048,80.5,68.6,17.8,17.8,0,0,42.1,0,0,0
04/14/2021,Sex_known,132398145,100,98.9,87361160,,,100,99,0,0,100,0,0,0
04/14/2021,Ages_18-24_yrs,8321036,6.2,6.2,3787312,27.2,12.4,4.3,4.3,0,0,0,0,0,0
04/14/2021,Race_eth_NHMult_Oth,6127430,6.3,4.6,4099755,83.5,55.8,6.3,4.6,0,0,6.1,0,0,0
04/14/2021,Sex_Male,60344286,45.6,45.1,38503775,36.9,23.6,44.1,43.6,0,0,45.3,0,0,0
04/14/2021,Ages_<12yrs,13840,0,0,3313,0,0,0,0,0,0,0,0,0,0
04/14/2021,Ages_12-15_yrs,41656,0,0,6826,0.2,0,0,0,0,0,0,0,0,0
04/14/2021,Race_eth_NHNHOPI,248256,0.3,0.2,160211,26.7,17.3,0.2,0.2,0,0,0.2,0,0,0
04/14/2021,Sex_Female,72053859,54.4,53.8,48857385,42.8,29,55.9,55.4,0,0,54.7,0,0,0
04/14/2021,Race_eth_NHAIAN,901208,0.9,0.7,684939,37,28.1,1,0.8,0,0,0.7,0,0,0
04/14/2021,Race_eth_NHWhite,61576834,63.2,46,43414334,31.2,22,66.5,49.2,0,0,73.6,0,0,0
04/14/2021,Ages_<5yrs,5436,0,0,1736,0,0,0,0,0,0,0,0,0,0
04/14/2021,Race_eth_NHAsian,6252865,6.4,4.7,3635460,32.9,19.1,5.6,4.1,0,0,3.8,0,0,0
04/14/2021,Ages_12-17_yrs,1234987,0.9,0.9,251984,4.9,1,0.3,0.3,0,0,0,0,0,0
04/14/2021,Race_eth_NHBlack,8061996,8.3,6,5201088,19.6,12.6,8,5.9,0,0,7.1,0,0,0
04/13/2021,Ages_12-15_yrs,38183,0,0,6273,0.2,0,0,0,0,0,0,0,0,0
04/13/2021,Age_unknown,15904,0,0,2964,,,0,0,0,0,0,0,0,0
04/13/2021,Sex_Female,71206047,54.5,53.9,47870138,42.2,28.4,56,55.5,0,0,54.7,0,0,0
04/13/2021,Ages_65-74_yrs,26039129,19.7,19.7,21373684,81.7,67,24.8,24.8,0,0,57.8,0,0,0
04/13/2021,Sex_Male,59481905,45.5,45,37585799,36.4,23,44,43.6,0,0,45.3,0,0,0
04/13/2021,Age_known,132076507,100,100,86290374,,,100,100,0,0,100,0,0,0
04/13/2021,Ages_<5yrs,5391,0,0,1717,0,0,0,0,0,0,0,0,0,0
04/13/2021,Ages_16-17_yrs,1117068,0.8,0.8,226490,13.3,2.7,0.3,0.3,0,0,0,0,0,0
04/13/2021,Ages_25-39_yrs,23784259,18,18,13182789,34.8,19.3,15.3,15.3,0,0,0,0,0,0
04/13/2021,Race_eth_NHWhite,60874229,63.4,46.1,42478849,30.8,21.5,66.5,49.2,0,0,73.7,0,0,0
04/13/2021,Ages_40-49_yrs,17982660,13.6,13.6,10277611,44.1,25.2,11.9,11.9,0,0,0,0,0,0
04/13/2021,Race_eth_NHMult_Oth,6066018,6.3,4.6,4028905,82.6,54.9,6.3,4.7,0,0,6.1,0,0,0
04/13/2021,Ages_18-24_yrs,8065402,6.1,6.1,3659817,26.4,12,4.2,4.2,0,0,0,0,0,0
04/13/2021,Ages_5-11_yrs,5167,0,0,833,0,0,0,0,0,0,0,0,0,0
04/13/2021,Ages_<12yrs,13701,0,0,3282,0,0,0,0,0,0,0,0,0,0
04/13/2021,Race_eth_NHAIAN,895058,0.9,0.7,676910,36.8,27.8,1.1,0.8,0,0,0.7,0,0,0
04/13/2021,Race_eth_NHNHOPI,244339,0.3,0.2,156516,26.3,16.9,0.2,0.2,0,0,0.2,0,0,0
04/13/2021,Race_eth_Hispanic,13925144,14.5,10.5,7903762,21.8,12.4,12.4,9.2,0,0,8.5,0,0,0
04/13/2021,Sex_unknown,1404459,1.1,1.1,837401,,,1,1,0,0,0.5,0,0,0
04/13/2021,Ages_12-17_yrs,1155251,0.9,0.9,232763,4.6,0.9,0.3,0.3,0,0,0,0,0,0
04/13/2021,Race_eth_unknown,36004632,37.5,27.3,22443006,,,35.1,26,0,0,30.9,0,0,0
04/13/2021,Sex_known,130687952,100,98.9,85455937,,,100,99,0,0,100,0,0,0
04/13/2021,US,132092411,,100,86293338,39.8,26,,100,0,,,,0,0
04/13/2021,Ages_75+_yrs,18394732,13.9,13.9,15615511,80.3,68.2,18.1,18.1,0,0,42.2,0,0,0
04/13/2021,Race_eth_NHBlack,7943387,8.3,6,5064845,19.3,12.3,7.9,5.9,0,0,7,0,0,0
04/13/2021,Ages_50-64_yrs,36641373,27.7,27.7,21944917,57.6,34.5,25.4,25.4,0,0,0,0,0,0
04/13/2021,Race_eth_NHAsian,6138925,6.4,4.6,3540474,32.3,18.6,5.5,4.1,0,0,3.8,0,0,0
04/13/2021,Race_eth_known,96087100,100,72.7,63850261,,,100,74,0,0,100,0,0,0
04/12/2021,Sex_Female,70354923,54.6,54,46987392,41.7,27.9,56.1,55.6,0,0,54.7,0,0,0
04/12/2021,Race_eth_NHWhite,60170614,63.5,46.2,41637843,30.5,21.1,66.6,49.2,0,0,73.7,0,0,0
04/12/2021,Race_eth_NHMult_Oth,6005996,6.3,4.6,3966683,81.8,54,6.3,4.7,0,0,6.1,0,0,0
04/12/2021,Race_eth_NHAIAN,888970,0.9,0.7,669689,36.5,27.5,1.1,0.8,0,0,0.7,0,0,0
04/12/2021,Ages_40-49_yrs,17667937,13.6,13.6,10010765,43.3,24.5,11.8,11.8,0,0,0,0,0,0
04/12/2021,Sex_unknown,1391262,1.1,1.1,826625,,,1,1,0,0,0.5,0,0,0
04/12/2021,Race_eth_NHBlack,7824209,8.3,6,4936432,19,12,7.9,5.8,0,0,7,0,0,0
04/12/2021,Sex_Male,58607502,45.4,45,36767915,35.9,22.5,43.9,43.5,0,0,45.3,0,0,0
04/12/2021,Ages_18-24_yrs,7811571,6,6,3553117,25.5,11.6,4.2,4.2,0,0,0,0,0,0
04/12/2021,US,130353687,,100,84581932,39.3,25.5,,100,0,,,,0,0
04/12/2021,Ages_50-64_yrs,36190083,27.8,27.8,21256573,56.8,33.4,25.1,25.1,0,0,0,0,0,0
04/12/2021,Race_eth_NHNHOPI,240595,0.3,0.2,153255,25.9,16.5,0.2,0.2,0,0,0.2,0,0,0
04/12/2021,Race_eth_NHAsian,6021446,6.4,4.6,3457396,31.7,18.2,5.5,4.1,0,0,3.8,0,0,0
04/12/2021,Ages_75+_yrs,18347143,14.1,14.1,15513939,80.1,67.7,18.3,18.3,0,0,42.3,0,0,0
04/12/2021,Ages_<12yrs,13574,0,0,3256,0,0,0,0,0,0,0,0,0,0
04/12/2021,Ages_12-15_yrs,35238,0,0,5878,0.2,0,0,0,0,0,0,0,0,0
04/12/2021,Ages_5-11_yrs,5097,0,0,822,0,0,0,0,0,0,0,0,0,0
04/12/2021,Age_unknown,15502,0,0,2934,,,0,0,0,0,0,0,0,0
04/12/2021,Age_known,130338185,100,100,84578998,,,100,100,0,0,100,0,0,0
04/12/2021,Ages_65-74_yrs,25942244,19.9,19.9,21155965,81.4,66.3,25,25,0,0,57.7,0,0,0
04/12/2021,Ages_25-39_yrs,23281431,17.9,17.9,12866892,34,18.8,15.2,15.2,0,0,0,0,0,0
04/12/2021,Race_eth_Hispanic,13652166,14.4,10.5,7706828,21.4,12.1,12.3,9.1,0,0,8.5,0,0,0
04/12/2021,Race_eth_unknown,35549049,37.5,27.3,22053739,,,35.3,26.1,0,0,31,0,0,0
04/12/2021,Ages_16-17_yrs,1048964,0.8,0.8,212613,12.5,2.5,0.3,0.3,0,0,0,0,0,0
04/12/2021,Race_eth_known,94803996,100,72.7,62528126,,,100,73.9,0,0,100,0,0,0
04/12/2021,Sex_known,128962425,100,98.9,83755307,,,100,99,0,0,100,0,0,0
04/12/2021,Ages_12-17_yrs,1084202,0.8,0.8,218491,4.3,0.9,0.3,0.3,0,0,0,0,0,0
04/12/2021,Ages_<5yrs,5359,0,0,1704,0,0,0,0,0,0,0,0,0,0
04/11/2021,Race_eth_NHNHOPI,237290,0.3,0.2,150126,25.6,16.2,0.2,0.2,0,0,0.2,0,0,0
04/11/2021,US,128727056,,100,82864012,38.8,25,,100,0,,,,0,0
04/11/2021,Race_eth_unknown,35122754,37.5,27.3,21625752,,,35.3,26.1,0,0,31,0,0,0
04/11/2021,Sex_unknown,1379206,1.1,1.1,811986,,,1,1,0,0,0.5,0,0,0
04/11/2021,Race_eth_NHBlack,7713400,8.2,6,4810230,18.7,11.7,7.9,5.8,0,0,7,0,0,0
04/11/2021,Ages_40-49_yrs,17372661,13.5,13.5,9733647,42.6,23.9,11.7,11.7,0,0,0,0,0,0
04/11/2021,Ages_12-15_yrs,33400,0,0,5460,0.2,0,0,0,0,0,0,0,0,0
04/11/2021,Ages_75+_yrs,18296804,14.2,14.2,15416681,79.9,67.3,18.6,18.6,0,0,42.4,0,0,0
04/11/2021,Ages_12-17_yrs,1030907,0.8,0.8,206322,4.1,0.8,0.2,0.2,0,0,0,0,0,0
04/11/2021,Ages_65-74_yrs,25841981,20.1,20.1,20948705,81,65.7,25.3,25.3,0,0,57.6,0,0,0
04/11/2021,Sex_known,127347850,100,98.9,82052026,,,100,99,0,0,100,0,0,0
04/11/2021,Race_eth_NHMult_Oth,5947458,6.4,4.6,3904100,81,53.2,6.4,4.7,0,0,6.1,0,0,0
04/11/2021,Sex_Male,57789079,45.4,44.9,35933769,35.4,22,43.8,43.4,0,0,45.3,0,0,0
04/11/2021,Race_eth_known,93603685,100,72.7,61238195,,,100,73.9,0,0,100,0,0,0
04/11/2021,Sex_Female,69558771,54.6,54,46118257,41.3,27.4,56.2,55.7,0,0,54.7,0,0,0
04/11/2021,Race_eth_NHWhite,59502790,63.6,46.2,40832924,30.2,20.7,66.7,49.3,0,0,73.8,0,0,0
04/11/2021,Ages_50-64_yrs,35750429,27.8,27.8,20608340,56.2,32.4,24.9,24.9,0,0,0,0,0,0
04/11/2021,Ages_25-39_yrs,22824392,17.7,17.7,12523497,33.4,18.3,15.1,15.1,0,0,0,0,0,0
04/11/2021,Race_eth_NHAIAN,883707,0.9,0.7,663156,36.3,27.2,1.1,0.8,0,0,0.7,0,0,0
04/11/2021,Race_eth_Hispanic,13405449,14.3,10.4,7504186,21,11.8,12.3,9.1,0,0,8.5,0,0,0
04/11/2021,Ages_16-17_yrs,997507,0.8,0.8,200862,11.9,2.4,0.2,0.2,0,0,0,0,0,0
04/11/2021,Ages_<5yrs,5318,0,0,1681,0,0,0,0,0,0,0,0,0,0
04/11/2021,Ages_5-11_yrs,5046,0,0,802,0,0,0,0,0,0,0,0,0,0
04/11/2021,Age_unknown,15282,0,0,2860,,,0,0,0,0,0,0,0,0
04/11/2021,Race_eth_NHAsian,5913591,6.3,4.6,3373473,31.1,17.8,5.5,4.1,0,0,3.8,0,0,0
04/11/2021,Ages_18-24_yrs,7581137,5.9,5.9,3420751,24.8,11.2,4.1,4.1,0,0,0,0,0,0
04/11/2021,Age_known,128711774,100,100,82861152,,,100,100,0,0,100,0,0,0
04/11/2021,Ages_<12yrs,13463,0,0,3209,0,0,0,0,0,0,0,0,0,0
04/10/2021,Race_eth_known,92998652,100,72.7,60651232,,,100,73.9,0,0,100,0,0,0
04/10/2021,Race_eth_NHMult_Oth,5920580,6.4,4.6,3877044,80.6,52.8,6.4,4.7,0,0,6.1,0,0,0
04/10/2021,US,127895778,,100,82064429,38.5,24.7,,100,0,,,,0,0
04/10/2021,Ages_5-11_yrs,5033,0,0,791,0,0,0,0,0,0,0,0,0,0
04/10/2021,Race_eth_NHWhite,59170206,63.6,46.3,40473909,30,20.5,66.7,49.3,0,0,73.8,0,0,0
04/10/2021,Age_unknown,15246,0,0,2846,,,0,0,0,0,0,0,0,0
04/10/2021,Ages_12-15_yrs,32245,0,0,5270,0.2,0,0,0,0,0,0,0,0,0
04/10/2021,Ages_40-49_yrs,17215152,13.5,13.5,9592635,42.2,23.5,11.7,11.7,0,0,0,0,0,0
04/10/2021,Ages_<5yrs,5311,0,0,1674,0,0,0,0,0,0,0,0,0,0
04/10/2021,Sex_known,126523248,100,98.9,81259372,,,100,99,0,0,100,0,0,0
04/10/2021,Ages_65-74_yrs,25804565,20.2,20.2,20868385,80.9,65.4,25.4,25.4,0,0,57.6,0,0,0
04/10/2021,Race_eth_NHAsian,5847095,6.3,4.6,3323289,30.8,17.5,5.5,4,0,0,3.8,0,0,0
04/10/2021,Race_eth_NHNHOPI,235988,0.3,0.2,148958,25.4,16,0.2,0.2,0,0,0.2,0,0,0
04/10/2021,Race_eth_NHBlack,7663625,8.2,6,4763263,18.6,11.6,7.9,5.8,0,0,7,0,0,0
04/10/2021,Ages_75+_yrs,18280062,14.3,14.3,15381126,79.8,67.1,18.7,18.7,0,0,42.4,0,0,0
04/10/2021,Ages_12-17_yrs,993851,0.8,0.8,199075,3.9,0.8,0.2,0.2,0,0,0,0,0,0
04/10/2021,Sex_Male,57369035,45.3,44.9,35547549,35.1,21.7,43.7,43.3,0,0,45.3,0,0,0
04/10/2021,Race_eth_Hispanic,13279188,14.3,10.4,7403259,20.8,11.6,12.2,9,0,0,8.5,0,0,0
04/10/2021,Ages_18-24_yrs,7459764,5.8,5.8,3346775,24.4,10.9,4.1,4.1,0,0,0,0,0,0
04/10/2021,Sex_Female,69154213,54.7,54.1,45711823,41,27.1,56.3,55.7,0,0,54.7,0,0,0
04/10/2021,Sex_unknown,1372530,1.1,1.1,805057,,,1,1,0,0,0.5,0,0,0
04/10/2021,Race_eth_unknown,34896528,37.5,27.3,21413132,,,35.3,26.1,0,0,31,0,0,0
04/10/2021,Age_known,127880532,100,100,82061583,,,100,100,0,0,100,0,0,0
04/10/2021,Ages_16-17_yrs,961606,0.8,0.8,193805,11.5,2.3,0.2,0.2,0,0,0,0,0,0
04/10/2021,Ages_25-39_yrs,22574002,17.7,17.7,12334712,33,18,15,15,0,0,0,0,0,0
04/10/2021,Race_eth_NHAIAN,881970,0.9,0.7,661510,36.2,27.2,1.1,0.8,0,0,0.7,0,0,0
04/10/2021,Ages_<12yrs,13438,0,0,3186,0,0,0,0,0,0,0,0,0,0
04/10/2021,Ages_50-64_yrs,35539698,27.8,27.8,20335689,55.8,31.9,24.8,24.8,0,0,0,0,0,0
04/09/2021,Race_eth_unknown,34423909,37.5,27.3,20974277,,,35.3,26.1,0,0,31,0,0,0
04/09/2021,Race_eth_NHAIAN,876172,1,0.7,655877,36,26.9,1.1,0.8,0,0,0.7,0,0,0
04/09/2021,Age_unknown,15140,0,0,2804,,,0,0,0,0,0,0,0,0
04/09/2021,Ages_40-49_yrs,16898587,13.4,13.4,9319044,41.4,22.8,11.6,11.6,0,0,0,0,0,0
04/09/2021,Ages_75+_yrs,18236526,14.5,14.5,15293155,79.6,66.8,19,19,0,0,42.5,0,0,0
04/09/2021,Ages_12-17_yrs,925995,0.7,0.7,187030,3.7,0.7,0.2,0.2,0,0,0,0,0,0
04/09/2021,Ages_<12yrs,13344,0,0,3138,0,0,0,0,0,0,0,0,0,0
04/09/2021,Ages_50-64_yrs,35067751,27.8,27.8,19739670,55.1,31,24.5,24.5,0,0,0,0,0,0
04/09/2021,Race_eth_NHMult_Oth,5862510,6.4,4.6,3816729,79.8,52,6.4,4.7,0,0,6.1,0,0,0
04/09/2021,Sex_Male,56507935,45.3,44.8,34758683,34.6,21.3,43.7,43.2,0,0,45.3,0,0,0
04/09/2021,Ages_18-24_yrs,7224512,5.7,5.7,3213264,23.6,10.5,4,4,0,0,0,0,0,0
04/09/2021,Age_known,126160570,100,100,80411787,,,100,100,0,0,100,0,0,0
04/09/2021,Ages_16-17_yrs,896011,0.7,0.7,182112,10.7,2.2,0.2,0.2,0,0,0,0,0,0
04/09/2021,Ages_12-15_yrs,29984,0,0,4918,0.2,0,0,0,0,0,0,0,0,0
04/09/2021,Ages_25-39_yrs,22081320,17.5,17.5,11977056,32.3,17.5,14.9,14.9,0,0,0,0,0,0
04/09/2021,Race_eth_NHAsian,5729232,6.2,4.5,3235681,30.2,17,5.4,4,0,0,3.8,0,0,0
04/09/2021,US,126175710,,100,80414591,38,24.2,,100,0,,,,0,0
04/09/2021,Ages_5-11_yrs,5001,0,0,777,0,0,0,0,0,0,0,0,0,0
04/09/2021,Race_eth_NHNHOPI,232271,0.3,0.2,144892,25,15.6,0.2,0.2,0,0,0.2,0,0,0
04/09/2021,Sex_Female,68310073,54.7,54.1,44867159,40.5,26.6,56.3,55.8,0,0,54.7,0,0,0
04/09/2021,Race_eth_NHWhite,58507853,63.8,46.4,39764264,29.6,20.2,66.9,49.4,0,0,73.8,0,0,0
04/09/2021,Race_eth_NHBlack,7546752,8.2,6,4648218,18.3,11.3,7.8,5.8,0,0,6.9,0,0,0
04/09/2021,Ages_65-74_yrs,25712535,20.4,20.4,20679430,80.6,64.9,25.7,25.7,0,0,57.5,0,0,0
04/09/2021,Sex_known,124818008,100,98.9,79625842,,,100,99,0,0,100,0,0,0
04/09/2021,Ages_<5yrs,5279,0,0,1657,0,0,0,0,0,0,0,0,0,0
04/09/2021,Race_eth_Hispanic,12996484,14.2,10.3,7174591,20.4,11.3,12.1,8.9,0,0,8.5,0,0,0
04/09/2021,Race_eth_known,91751274,100,72.7,59440252,,,100,73.9,0,0,100,0,0,0
04/09/2021,Sex_unknown,1357702,1.1,1.1,788749,,,1,1,0,0,0.5,0,0,0
04/08/2021,Ages_65-74_yrs,25568663,20.7,20.7,20360193,80.2,63.9,26.1,26.1,0,0,57.3,0,0,0
04/08/2021,Sex_Female,67104609,54.8,54.2,43603495,39.8,25.9,56.5,55.9,0,0,54.7,0,0,0
04/08/2021,Race_eth_NHWhite,57509333,63.9,46.5,38624493,29.1,19.6,67,49.5,0,0,73.9,0,0,0
04/08/2021,Ages_50-64_yrs,34388521,27.8,27.8,18860627,54,29.6,24.2,24.2,0,0,0,0,0,0
04/08/2021,Ages_12-17_yrs,854597,0.7,0.7,173270,3.4,0.7,0.2,0.2,0,0,0,0,0,0
04/08/2021,Sex_known,122409965,100,98.9,77221764,,,100,99,0,0,100,0,0,0
04/08/2021,Ages_<5yrs,5225,0,0,1631,0,0,0,0,0,0,0,0,0,0
04/08/2021,Ages_40-49_yrs,16456464,13.3,13.3,8934212,40.3,21.9,11.5,11.5,0,0,0,0,0,0
04/08/2021,Ages_5-11_yrs,4939,0,0,751,0,0,0,0,0,0,0,0,0,0
04/08/2021,Race_eth_NHMult_Oth,5781594,6.4,4.7,3729786,78.7,50.8,6.5,4.8,0,0,6.2,0,0,0
04/08/2021,Ages_25-39_yrs,21395032,17.3,17.3,11482446,31.3,16.8,14.7,14.7,0,0,0,0,0,0
04/08/2021,Ages_18-24_yrs,6886579,5.6,5.6,3027228,22.5,9.9,3.9,3.9,0,0,0,0,0,0
04/08/2021,Race_eth_known,90003461,100,72.7,57640734,,,100,73.9,0,0,100,0,0,0
04/08/2021,Age_unknown,14938,0,0,2713,,,0,0,0,0,0,0,0,0
04/08/2021,Ages_16-17_yrs,827216,0.7,0.7,168713,9.9,2,0.2,0.2,0,0,0,0,0,0
04/08/2021,Race_eth_NHAsian,5587808,6.2,4.5,3128509,29.4,16.5,5.4,4,0,0,3.8,0,0,0
04/08/2021,Race_eth_NHAIAN,867923,1,0.7,644980,35.6,26.5,1.1,0.8,0,0,0.7,0,0,0
04/08/2021,Sex_Male,55305356,45.2,44.7,33618269,33.8,20.6,43.5,43.1,0,0,45.3,0,0,0
04/08/2021,Race_eth_Hispanic,12645274,14,10.2,6890873,19.8,10.8,12,8.8,0,0,8.4,0,0,0
04/08/2021,Race_eth_unknown,33738247,37.5,27.3,20346260,,,35.3,26.1,0,0,31,0,0,0
04/08/2021,Race_eth_NHNHOPI,226729,0.3,0.2,140178,24.4,15.1,0.2,0.2,0,0,0.2,0,0,0
04/08/2021,Ages_75+_yrs,18164250,14.7,14.7,15143302,79.3,66.1,19.4,19.4,0,0,42.7,0,0,0
04/08/2021,Age_known,123727250,100,100,77984336,,,100,100,0,0,100,0,0,0
04/08/2021,US,123742188,,100,77987049,37.3,23.5,,100,0,,,,0,0
04/08/2021,Sex_unknown,1332223,1.1,1.1,765285,,,1,1,0,0,0.5,0,0,0
04/08/2021,Ages_<12yrs,13144,0,0,3058,0,0,0,0,0,0,0,0,0,0
04/08/2021,Race_eth_NHBlack,7384800,8.2,6,4481915,17.9,10.9,7.8,5.7,0,0,6.9,0,0,0
04/08/2021,Ages_12-15_yrs,27381,0,0,4557,0.2,0,0,0,0,0,0,0,0,0
04/07/2021,Ages_50-64_yrs,33658893,27.8,27.8,17954621,52.9,28.2,23.8,23.8,0,0,0,0,0,0
04/07/2021,Sex_Male,54027346,45.1,44.6,32415260,33.1,19.8,43.4,42.9,0,0,45.3,0,0,0
04/07/2021,Race_eth_NHAsian,5445700,6.2,4.5,3020601,28.7,15.9,5.4,4,0,0,3.8,0,0,0
04/07/2021,Race_eth_known,88148362,100,72.7,55773165,,,100,73.9,0,0,100,0,0,0
04/07/2021,Ages_75+_yrs,18081606,14.9,14.9,14966176,78.9,65.3,19.8,19.8,0,0,42.8,0,0,0
04/07/2021,Ages_<12yrs,12962,0,0,2970,0,0,0,0,0,0,0,0,0,0
04/07/2021,Age_unknown,14729,0,0,2635,,,0,0,0,0,0,0,0,0
04/07/2021,Race_eth_NHAIAN,858406,1,0.7,631890,35.2,25.9,1.1,0.8,0,0,0.7,0,0,0
04/07/2021,Sex_known,119875980,100,98.9,74735862,,,100,99,0,0,100,0,0,0
04/07/2021,Ages_<5yrs,5173,0,0,1599,0,0,0,0,0,0,0,0,0,0
04/07/2021,Race_eth_unknown,33034419,37.5,27.3,19706129,,,35.3,26.1,0,0,31,0,0,0
04/07/2021,Ages_65-74_yrs,25405293,21,21,19983894,79.7,62.7,26.5,26.5,0,0,57.2,0,0,0
04/07/2021,Sex_Female,65848634,54.9,54.3,42320602,39.1,25.1,56.6,56.1,0,0,54.7,0,0,0
04/07/2021,Ages_25-39_yrs,20689639,17.1,17.1,11004212,30.3,16.1,14.6,14.6,0,0,0,0,0,0
04/07/2021,Ages_12-17_yrs,783988,0.6,0.6,160883,3.1,0.6,0.2,0.2,0,0,0,0,0,0
04/07/2021,Ages_16-17_yrs,758715,0.6,0.6,156661,9,1.9,0.2,0.2,0,0,0,0,0,0
04/07/2021,Race_eth_Hispanic,12289154,13.9,10.1,6608922,19.3,10.4,11.8,8.8,0,0,8.4,0,0,0
04/07/2021,Sex_unknown,1307174,1.1,1.1,743484,,,1,1,0,0,0.5,0,0,0
04/07/2021,Ages_18-24_yrs,6538881,5.4,5.4,2843703,21.4,9.3,3.8,3.8,0,0,0,0,0,0
